"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3732","의성군","2011. 4/4","35.7","20.4","15.3","3.3","9.2","23.2",
"3732","의성군","2012. 1/4","38.1","20.7","17.4","3","10.8","24.4",
"3732","의성군","2012. 2/4","40.4","21.1","19.3","3","10.9","26.6",
"3732","의성군","2012. 3/4","40.8","21.3","19.5","2.7","11.8","26.4",
"3732","의성군","2012. 4/4","38.3","20.7","17.6","2.6","10.9","24.8",
"3733","청송군","2010. 4/4","16.8","9.9","6.9","1.3","5.6","9.9",
"3733","청송군","2011. 1/4","16.2","9.5","6.6","1.4","5.6","9.1",
"3733","청송군","2011. 2/4","17.8","10.2","7.6",".9","5.9","11",
"3733","청송군","2011. 3/4","17.8","10.3","7.5","1.1","5.8","11",
"3733","청송군","2011. 4/4","16.6","9.8","6.8",".7","5.7","10.3",
"3733","청송군","2012. 1/4","17.8","10.4","7.4","1.3","5.9","10.6",
"3733","청송군","2012. 2/4","18.2","9.9","8.3","1.2","5.4","11.6",
"3733","청송군","2012. 3/4","18.3","10","8.3","1.1","5.3","12",
"3733","청송군","2012. 4/4","17.5","9.8","7.6","1.2","5.1","11.2",
"3734","영양군","2010. 4/4","10.1","5.6","4.4",".7","3.3","6.1",
"3734","영양군","2011. 1/4","10.7","5.8","4.9",".5","3.4","6.7",
"3734","영양군","2011. 2/4","11.1","6.1","5",".9","3.3","6.9",
"3734","영양군","2011. 3/4","11.3","6.1","5.2",".7","3.5","7.2",
"3734","영양군","2011. 4/4","10.4","6","4.4",".5","3.5","6.4",
"3734","영양군","2012. 1/4","9.8","5.4","4.4",".5","3","6.2",
"3734","영양군","2012. 2/4","10.5","5.7","4.9",".7","3.1","6.7",
"3734","영양군","2012. 3/4","11.3","5.9","5.4",".6","3.3","7.3",
"3734","영양군","2012. 4/4","9.7","5.3","4.4",".5","2.8","6.4",
"3735","영덕군","2010. 4/4","19.7","11.3","8.4","1.7","6.9","11.1",
"3735","영덕군","2011. 1/4","20.6","11.7","8.8","1.7","7.2","11.6",
"3735","영덕군","2011. 2/4","21.3","11.7","9.6","1.7","7.3","12.4",
"3735","영덕군","2011. 3/4","21.1","11.8","9.4","1.5","7.2","12.4",
"3735","영덕군","2011. 4/4","20.2","11.9","8.2","1.6","7.4","11.2",
"3735","영덕군","2012. 1/4","20.4","11.8","8.7","1.3","7.2","11.9",
"3735","영덕군","2012. 2/4","21.3","11.9","9.5","1.5","7.2","12.6",
"3735","영덕군","2012. 3/4","21.2","11.5","9.8","1.4","6.9","13",
"3735","영덕군","2012. 4/4","19.9","11.5","8.5","1.3","6.9","11.8",
"3736","청도군","2010. 4/4","29.6","16","13.7","2.3","9.8","17.5",
"3736","청도군","2011. 1/4","31.4","17.9","13.5","2.1","11.1","18.2",
"3736","청도군","2011. 2/4","29.4","15.8","13.6","1.7","9.7","18",
"3736","청도군","2011. 3/4","30.2","15.9","14.3","1.9","10.2","18.1",
"3736","청도군","2011. 4/4","29.9","16.9","13","1.9","10.7","17.4",
"3736","청도군","2012. 1/4","29","14.3","14.6","2.6","9.2","17.2",
"3736","청도군","2012. 2/4","29.5","15.2","14.3","2.4","9.9","17.2",
"3736","청도군","2012. 3/4","30.7","15.6","15","2.5","9.4","18.7",
"3736","청도군","2012. 4/4","28.9","15.3","13.6","2.6","8.9","17.4",
"3737","고령군","2010. 4/4","26.9","17.6","9.2","2.2","13","11.7",
"3737","고령군","2011. 1/4","23.9","15.1","8.7","2","9.6","12.2",
"3737","고령군","2011. 2/4","27.6","16.7","10.8","1.6","11.2","14.8",
"3737","고령군","2011. 3/4","25.5","15.9","9.6","1.9","10.5","13",
"3737","고령군","2011. 4/4","25.7","16.2","9.5","3.1","11.3","11.3",
"3737","고령군","2012. 1/4","24.7","16.5","8.2","1.4","12.1","11.3",
"3737","고령군","2012. 2/4","27.6","17.4","10.2","1.7","12.9","12.9",
"3737","고령군","2012. 3/4","27.6","17.4","10.2","1.8","11.4","14.4",
"3737","고령군","2012. 4/4","27","18","9","2.3","13.1","11.7",
"3738","성주군","2010. 4/4","31.6","17.9","13.7","2.6","12","17.1",
"3738","성주군","2011. 1/4","30.3","17.6","12.8","3","11.5","15.8",
"3738","성주군","2011. 2/4","31.6","18.5","13.1","3.2","11.7","16.6",
"3738","성주군","2011. 3/4","29.4","17.8","11.6","3","10.2","16.2",
"3738","성주군","2011. 4/4","30.1","17.6","12.4","3","10.4","16.8",
"3738","성주군","2012. 1/4","32","19.3","12.8","2.6","11.6","17.8",
"3738","성주군","2012. 2/4","32.5","18.9","13.6","2.5","11.8","18.3",
"3738","성주군","2012. 3/4","31.3","18.5","12.9","2.2","11.8","17.3",
"3738","성주군","2012. 4/4","30.4","18.7","11.7","1.8","11.8","16.8",
"3739","칠곡군","2010. 4/4","55.5","35.8","19.7","6.4","30.7","18.3",
"3739","칠곡군","2011. 1/4","52.5","32.1","20.4","6.4","27.7","18.3",
"3739","칠곡군","2011. 2/4","50.7","30.2","20.5","4.4","28.8","17.5",
"3739","칠곡군","2011. 3/4","52.4","31.6","20.8","4.9","30.2","17.4",
"3739","칠곡군","2011. 4/4","50.9","29.8","21.1","5.1","28.6","17.2",
"3739","칠곡군","2012. 1/4","62","37.9","24.2","7.6","32.7","21.7",
"3739","칠곡군","2012. 2/4","58.7","35.7","23","5.6","31.4","21.7",
"3739","칠곡군","2012. 3/4","65.2","41.2","24.1","6.8","34.7","23.7",
"3739","칠곡군","2012. 4/4","63.6","40.6","23","6.6","33.9","23",
"3740","예천군","2010. 4/4","25.3","14.5","10.8","1.9","8.2","15.2",
"3740","예천군","2011. 1/4","26.9","15","12","1.6","8.3","17.1",
"3740","예천군","2011. 2/4","28.2","14.8","13.4","1.7","8.2","18.4",
"3740","예천군","2011. 3/4","27.6","14.9","12.7","1.7","7.7","18.2",
"3740","예천군","2011. 4/4","23.9","13.7","10.2","1.2","7.9","14.7",
"3740","예천군","2012. 1/4","23.5","13.7","9.8","1.6","7","14.9",
"3740","예천군","2012. 2/4","25.9","14.2","11.7","1.9","7.3","16.7",
"3740","예천군","2012. 3/4","25.5","14","11.5","1.8","6.8","17",
"3740","예천군","2012. 4/4","21.5","12.3","9.2","1.5","6.7","13.2",
"3741","봉화군","2010. 4/4","18.2","10.6","7.7","1.2","6.2","10.8",
"3741","봉화군","2011. 1/4","19.4","10.7","8.7","1.1","6.4","11.9",
"3741","봉화군","2011. 2/4","21.3","11.7","9.6","1.3","6.8","13.1",
"3741","봉화군","2011. 3/4","20.6","11.5","9.1","1.2","6.9","12.6",
"3741","봉화군","2011. 4/4","18.6","10.9","7.7",".6","6.3","11.7",
"3741","봉화군","2012. 1/4","19.4","11.4","7.9","1","6","12.4",
"3741","봉화군","2012. 2/4","21.2","11.6","9.5","1.3","6.2","13.7",
"3741","봉화군","2012. 3/4","21.7","11.8","10","1.1","6.6","14",
"3741","봉화군","2012. 4/4","19.7","11.4","8.3","1.1","6.1","12.5",
"3742","울진군","2010. 4/4","25.6","16.1","9.5","2.4","10.6","12.5",
"3742","울진군","2011. 1/4","25.4","15.4","10.1","2.9","10.1","12.5",
"3742","울진군","2011. 2/4","26.3","15.6","10.8","2.7","10.3","13.4",
"3742","울진군","2011. 3/4","26.7","15.8","10.9","2.6","10.4","13.8",
"3742","울진군","2011. 4/4","26.4","16.7","9.7","2.6","11.3","12.4",
"3742","울진군","2012. 1/4","27.2","16.2","10.9","2.5","11.4","13.3",
"3742","울진군","2012. 2/4","26.5","15.4","11.2","2.1","11.2","13.2",
"3742","울진군","2012. 3/4","27.4","16.3","11.1","2.3","11.3","13.8",
"3742","울진군","2012. 4/4","26.5","15.9","10.7","2.4","11.5","12.6",
"3743","울릉군","2010. 4/4","5.5","3.3","2.2",".6","2.4","2.5",
"3743","울릉군","2011. 1/4","5.3","3.2","2.1",".6","2.3","2.5",
"3743","울릉군","2011. 2/4","6.1","3.4","2.6",".7","2.3","3",
"3743","울릉군","2011. 3/4","5.8","3.4","2.4",".9","2.4","2.4",
"3743","울릉군","2011. 4/4","5.8","3.5","2.3",".7","2.3","2.7",
"3743","울릉군","2012. 1/4","5.7","3.5","2.2",".7","2.3","2.8",
"3743","울릉군","2012. 2/4","6","3.5","2.6",".7","2.3","3",
"3743","울릉군","2012. 3/4","6.4","3.8","2.6",".6","2.7","3.1",
"3743","울릉군","2012. 4/4","5.6","3.4","2.2",".6","2.3","2.7",
"3811","창원시","2010. 4/4","492.4","307.9","184.5","73.4","275.7","143.2",
"3811","창원시","2011. 1/4","493.3","305.3","188","76.1","268.3","148.9",
"3811","창원시","2011. 2/4","500.9","310.3","190.7","75.7","268.3","156.9",
"3811","창원시","2011. 3/4","495.5","303.2","192.3","70.8","272.3","152.4",
"3811","창원시","2011. 4/4","508.9","314.1","194.7","71.5","277.3","160.1",
"3811","창원시","2012. 1/4","494","304.5","189.5","72.1","258.6","163.3",
"3811","창원시","2012. 2/4","502.2","310","192.2","66.4","268.9","166.9",
"3811","창원시","2012. 3/4","506.1","312.2","193.8","70.6","272","163.5",
"3811","창원시","2012. 4/4","507.4","318.1","189.3","69.5","269.1","168.8",
"3803","진주시","2010. 4/4","139.8","75.2","64.6","19.7","70.1","50.1",
"3803","진주시","2011. 1/4","150.3","80.8","69.5","20.7","72.5","57",
"3803","진주시","2011. 2/4","149","78.9","70.1","20.1","70.7","58.2",
"3803","진주시","2011. 3/4","142.9","76.3","66.5","18.2","67","57.6",
"3803","진주시","2011. 4/4","141.9","76.4","65.4","17.5","69.7","54.6",
"3803","진주시","2012. 1/4","145.2","80.5","64.6","19.2","70.5","55.5",
"3803","진주시","2012. 2/4","150.8","83.1","67.7","19.5","72.1","59.1",
"3803","진주시","2012. 3/4","144","78.1","65.9","15.3","68.7","59.9",
"3803","진주시","2012. 4/4","143","78.8","64.2","15.6","69.4","57.9",
"3805","통영시","2010. 4/4","57.7","37.2","20.5","7.4","29.9","20.4",
"3805","통영시","2011. 1/4","62.9","40.3","22.6","8.6","32.1","22.2",
"3805","통영시","2011. 2/4","58.8","36.4","22.4","7","29","22.8",
"3805","통영시","2011. 3/4","59.8","37","22.8","7.3","29.8","22.7",
"3805","통영시","2011. 4/4","60.9","37.3","23.5","7.7","30.4","22.8",
"3805","통영시","2012. 1/4","62","36.8","25.2","6.2","31.1","24.7",
"3805","통영시","2012. 2/4","60.8","36.8","24.1","6.7","30.1","24",
"3805","통영시","2012. 3/4","61.1","37.7","23.4","6.4","30.1","24.6",
"3805","통영시","2012. 4/4","61.6","36.8","24.8","6.3","30.5","24.8",
"3806","사천시","2010. 4/4","57.3","34.7","22.6","6.2","27.4","23.7",
"3806","사천시","2011. 1/4","57.5","33.9","23.5","6.6","26.9","24",
"3806","사천시","2011. 2/4","61.6","37.4","24.2","7","28.5","26.1",
"3806","사천시","2011. 3/4","62.3","38.6","23.7","6.8","29.9","25.6",
"3806","사천시","2011. 4/4","62.7","38.7","24","6.9","29.7","26",
"3806","사천시","2012. 1/4","60.1","37.6","22.5","6.4","29.2","24.4",
"3806","사천시","2012. 2/4","60.9","37.9","23","7","29.3","24.6",
"3806","사천시","2012. 3/4","61.3","38.2","23.2","6.5","29.6","25.2",
"3806","사천시","2012. 4/4","58.7","36.1","22.6","5.7","29.3","23.7",
"3807","김해시","2010. 4/4","225.5","145.2","80.3","27.2","135.4","62.8",
"3807","김해시","2011. 1/4","239","150.5","88.5","31.8","140.4","66.7",
"3807","김해시","2011. 2/4","243.5","151.6","91.8","34.4","141.4","67.6",
"3807","김해시","2011. 3/4","234.6","147.2","87.4","28.3","139.3","67",
"3807","김해시","2011. 4/4","235.2","147.1","88.1","31.2","138.5","65.5",
"3807","김해시","2012. 1/4","224","145.7","78.3","26.6","133.9","63.5",
"3807","김해시","2012. 2/4","246","157.8","88.2","30.8","141.5","73.7",
"3807","김해시","2012. 3/4","252.1","159.3","92.8","27.5","145.8","78.8",
"3807","김해시","2012. 4/4","254.4","163.2","91.2","27.5","146","80.9",
"3808","밀양시","2010. 4/4","56","31","25","5","22.5","28.5",
"3808","밀양시","2011. 1/4","58.6","31.6","27","6.7","22.4","29.4",
"3808","밀양시","2011. 2/4","59.9","33.1","26.8","6.2","22.6","31.1",
"3808","밀양시","2011. 3/4","57.4","31.7","25.8","5","22.2","30.2",
"3808","밀양시","2011. 4/4","56.6","32.2","24.4","5.5","22.3","28.8",
"3808","밀양시","2012. 1/4","54.4","30.7","23.6","5.1","22.5","26.8",
"3808","밀양시","2012. 2/4","55.8","32","23.9","5.2","23.3","27.3",
"3808","밀양시","2012. 3/4","55.7","31.3","24.4","5","22.5","28.2",
"3808","밀양시","2012. 4/4","56.2","32.2","24","5.3","23.1","27.7",
"3809","거제시","2010. 4/4","115.7","85.3","30.4","20","66.8","28.9",
"3809","거제시","2011. 1/4","119","84.7","34.3","19.5","67","32.5",
"3809","거제시","2011. 2/4","120.3","85.3","35","18.9","67.3","34.1",
"3809","거제시","2011. 3/4","121.6","86.1","35.5","19.5","68.5","33.5",
"3809","거제시","2011. 4/4","123.6","87.3","36.3","20.1","70.3","33.2",
"3809","거제시","2012. 1/4","127.4","91.5","35.9","21.7","71.9","33.8",
"3809","거제시","2012. 2/4","126.6","90.4","36.2","20.8","71.5","34.3",
"3809","거제시","2012. 3/4","127.6","90.8","36.8","21.5","72","34.2",
"3809","거제시","2012. 4/4","131.4","93.8","37.5","21.8","73.5","36",
"3810","양산시","2010. 4/4","122.9","80.7","42.2","16.8","71.5","34.6",
"3810","양산시","2011. 1/4","128","81.9","46.1","15.8","73.2","39",
"3810","양산시","2011. 2/4","131.2","82.6","48.6","16.4","76.7","38",
"3810","양산시","2011. 3/4","124.2","77.4","46.7","15.3","71.5","37.3",
"3810","양산시","2011. 4/4","131","83.4","47.7","15.4","75.2","40.4",
"3810","양산시","2012. 1/4","127.8","81.8","45.9","17.3","72.6","37.9",
"3810","양산시","2012. 2/4","131.2","83.3","47.8","18","71.7","41.5",
"3810","양산시","2012. 3/4","134.2","85.3","48.9","16.9","76.4","40.9",
"3810","양산시","2012. 4/4","132.3","84.8","47.5","17.2","74.7","40.4",
"3831","의령군","2010. 4/4","19.2","10.8","8.4","2.1","6.4","10.8",
"3831","의령군","2011. 1/4","19.1","10.4","8.7","2","6.5","10.6",
"3831","의령군","2011. 2/4","19.6","10.3","9.3","1.9","7","10.6",
"3831","의령군","2011. 3/4","18.2","9.7","8.5","1.8","5.9","10.5",
"3831","의령군","2011. 4/4","18.9","10","9","1.9","6.2","10.8",
"3831","의령군","2012. 1/4","18.5","10.4","8.1","2","6.2","10.3",
"3831","의령군","2012. 2/4","18.8","10.3","8.5","1.8","6.2","10.7",
"3831","의령군","2012. 3/4","18.4","10.2","8.3","1.7","6.1","10.6",
"3831","의령군","2012. 4/4","18","9.9","8.1","1.4","6.1","10.5",
"3832","함안군","2010. 4/4","43.9","30","13.9","4.5","21","18.3",
"3832","함안군","2011. 1/4","51.2","35.1","16.1","6","25.2","20",
"3832","함안군","2011. 2/4","47","30.9","16","4","22.4","20.6",
"3832","함안군","2011. 3/4","46.5","29.8","16.7","4.7","21.8","20",
"3832","함안군","2011. 4/4","46.2","30.7","15.5","5.4","21.4","19.5",
"3832","함안군","2012. 1/4","51.5","34.9","16.6","6","25.7","19.8",
"3832","함안군","2012. 2/4","50.1","33.4","16.7","6","23.4","20.8",
"3832","함안군","2012. 3/4","48.6","32.4","16.2","5.3","22","21.3",
"3832","함안군","2012. 4/4","45.9","30.5","15.4","4.9","21","20",
"3833","창녕군","2010. 4/4","34.2","19.4","14.8","3.3","12.5","18.5",
"3833","창녕군","2011. 1/4","37.1","20.8","16.3","2.9","13.7","20.6",
"3833","창녕군","2011. 2/4","39.2","21.8","17.4","3.8","14.5","21",
"3833","창녕군","2011. 3/4","35.6","18.9","16.7","2.5","12.5","20.6",
"3833","창녕군","2011. 4/4","35.6","20.5","15.1","3.1","13.4","19.2",
"3833","창녕군","2012. 1/4","34.1","20.1","13.9","3","12.2","18.9",
"3833","창녕군","2012. 2/4","35.4","20","15.5","3","12.8","19.7",
"3833","창녕군","2012. 3/4","35.5","20.6","14.9","3.2","13.1","19.2",
"3833","창녕군","2012. 4/4","33.3","20","13.3","3.2","12.1","18",
"3834","고성군","2010. 4/4","34","22.4","11.7","3.7","14","16.4",
"3834","고성군","2011. 1/4","34.3","21.3","13","3.1","14.5","16.7",
"3834","고성군","2011. 2/4","37.3","23","14.3","4.6","15.4","17.3",
"3834","고성군","2011. 3/4","34.9","21.4","13.5","3.9","13.4","17.6",
"3834","고성군","2011. 4/4","34","22","12","4.2","14","15.8",
"3834","고성군","2012. 1/4","35.2","22","13.2","3.4","15.6","16.2",
"3834","고성군","2012. 2/4","36","22.1","13.9","4","15","17.1",
"3834","고성군","2012. 3/4","36.6","22","14.5","3.7","15.3","17.6",
"3834","고성군","2012. 4/4","35.5","21.9","13.6","3.5","14.9","17",
"3835","남해군","2010. 4/4","29.3","14.9","14.4","1.8","9.5","18",
"3835","남해군","2011. 1/4","28.5","14.7","13.8","2.2","9.2","17.1",
"3835","남해군","2011. 2/4","31.3","16.2","15.1","2.5","9.9","18.9",
"3835","남해군","2011. 3/4","30.4","15.2","15.2","2","9.9","18.5",
"3835","남해군","2011. 4/4","30.7","15.2","15.5","2.3","9.8","18.5",
"3835","남해군","2012. 1/4","30.2","15.4","14.9","2.3","9.2","18.8",
"3835","남해군","2012. 2/4","30.1","15.5","14.7","2.3","9.2","18.7",
"3835","남해군","2012. 3/4","30.5","15.9","14.6","2.1","9.7","18.7",
"3835","남해군","2012. 4/4","29.1","15.2","13.9","2.3","8.9","17.9",
"3836","하동군","2010. 4/4","30","16.4","13.6","2.9","10.8","16.2",
"3836","하동군","2011. 1/4","30.4","16.4","14","2.1","11.5","16.8",
"3836","하동군","2011. 2/4","31.1","16.7","14.4","2.5","11","17.6",
"3836","하동군","2011. 3/4","31.9","16.6","15.2","2.7","11.4","17.8",
"3836","하동군","2011. 4/4","31.4","17.1","14.2","2.4","11.6","17.4",
"3836","하동군","2012. 1/4","32.2","17.1","15.1","2.5","12.6","17.1",
"3836","하동군","2012. 2/4","31.4","16.8","14.5","2.3","11.8","17.3",
"3836","하동군","2012. 3/4","32.2","17.1","15.1","2.4","11.8","18",
"3836","하동군","2012. 4/4","29.1","15.7","13.5","2.1","11.2","15.8",
"3837","산청군","2010. 4/4","22.8","12.6","10.2","1.5","8.7","12.7",
"3837","산청군","2011. 1/4","23.7","13","10.7","1.4","8.7","13.6",
"3837","산청군","2011. 2/4","24","12.7","11.3","1","9.1","13.9",
"3837","산청군","2011. 3/4","23.7","12.7","11","1","8.4","14.3",
"3837","산청군","2011. 4/4","23.7","13.1","10.6","1.1","9","13.7",
"3837","산청군","2012. 1/4","22.1","11.9","10.2","1.5","7.2","13.4",
"3837","산청군","2012. 2/4","21.9","11.1","10.8","1.3","7.2","13.4",
"3837","산청군","2012. 3/4","22.4","11.7","10.7","1.4","7.2","13.8",
"3837","산청군","2012. 4/4","22","11.9","10.2","1.7","7.3","13.1",
"3838","함양군","2010. 4/4","22.2","12.1","10.1","1.5","8.1","12.6",
"3838","함양군","2011. 1/4","23.3","12.8","10.5","1.4","7.8","14.1",
"3838","함양군","2011. 2/4","23.4","12.2","11.2","1.4","7.5","14.5",
"3838","함양군","2011. 3/4","23.4","12.5","10.9","1.7","7.4","14.3",
"3838","함양군","2011. 4/4","22.3","12.2","10.1","1.4","7.6","13.3",
"3838","함양군","2012. 1/4","24.2","13","11.2","1.8","8.6","13.8",
"3838","함양군","2012. 2/4","24.1","12.9","11.3","1.7","8.2","14.2",
"3838","함양군","2012. 3/4","24.5","13.1","11.4","1.6","8.6","14.3",
"3838","함양군","2012. 4/4","23.6","12.4","11.2","1.8","8.1","13.7",
"3839","거창군","2010. 4/4","30.6","17.2","13.4","2.7","12.1","15.9",
"3839","거창군","2011. 1/4","32.2","17.8","14.4","2.7","12.9","16.6",
"3839","거창군","2011. 2/4","34.3","18.3","16.1","3.1","12.4","18.9",
"3839","거창군","2011. 3/4","35.2","18.8","16.4","3.3","12.8","19.1",
"3839","거창군","2011. 4/4","32.3","18.1","14.2","3.4","12","16.9",
"3839","거창군","2012. 1/4","30.6","16.9","13.7","2.5","12.1","16",
"3839","거창군","2012. 2/4","33","17.3","15.7","2.6","12.4","18",
"3839","거창군","2012. 3/4","33.1","17.4","15.7","2.6","12.2","18.3",
"3839","거창군","2012. 4/4","30.4","16.6","13.7","2.3","11.8","16.3",
"3840","합천군","2010. 4/4","26.9","14.8","12.1","2","8.6","16.4",
"3840","합천군","2011. 1/4","27.3","14.8","12.5","1.9","8.9","16.5",
"3840","합천군","2011. 2/4","29.4","16.1","13.3","2.2","9.4","17.8",
"3840","합천군","2011. 3/4","28.3","15.3","13","2.1","8.7","17.5",
"3840","합천군","2011. 4/4","27.3","15.4","11.9","1.8","8.7","16.8",
"3840","합천군","2012. 1/4","28","15.3","12.7","1.9","9.7","16.5",
"3840","합천군","2012. 2/4","30.6","16.2","14.4","2.5","9.9","18.3",
"3840","합천군","2012. 3/4","30","16.2","13.8","2","9.8","18.3",
"3840","합천군","2012. 4/4","29","16.3","12.7","2","9.7","17.4",
"3901","제주시","2010. 4/4","204.7","111.8","92.9","28.1","106.3","70.3",
"3901","제주시","2011. 1/4","202.7","111.5","91.2","27","106.6","69.1",
"3901","제주시","2011. 2/4","206.9","112.9","94","27.3","107.9","71.6",
"3901","제주시","2011. 3/4","207.1","112.3","94.9","28","107.4","71.8",
"3901","제주시","2011. 4/4","215.9","116.3","99.6","30.2","111.5","74.2",
"3901","제주시","2012. 1/4","206.4","112","94.4","28.7","107.6","70.1",
"3901","제주시","2012. 2/4","211.2","116.4","94.8","29.6","107.8","73.8",
"3901","제주시","2012. 3/4","214","117.6","96.5","31.5","107.8","74.7",
"3901","제주시","2012. 4/4","217.3","117.2","100.1","31.4","109","76.9",
"3902","서귀포시","2010. 4/4","88.9","48.3","40.6","9","41.3","38.6",
"3902","서귀포시","2011. 1/4","83.1","46.4","36.7","9.2","38.5","35.4",
"3902","서귀포시","2011. 2/4","84.1","46.5","37.6","8.2","39.1","36.8",
"3902","서귀포시","2011. 3/4","84.4","47.2","37.2","9.4","38.5","36.6",
"3902","서귀포시","2011. 4/4","89","47.5","41.5","9.9","39.8","39.4",
"3902","서귀포시","2012. 1/4","89.3","50.5","38.8","10.2","39.9","39.2",
"3902","서귀포시","2012. 2/4","89.3","48.4","40.8","10.4","40.5","38.4",
"3902","서귀포시","2012. 3/4","89.7","48.5","41.2","10.1","40.3","39.3",
"3902","서귀포시","2012. 4/4","95.2","50.5","44.7","11","41.2","43",
